CandidateID,JobID,Skill Match %,Experience Fit %,Final Match Score
545,69,85.71,100.0,90.0
901,10,85.71,100.0,90.0
552,116,85.71,100.0,90.0
693,23,85.71,100.0,90.0
661,45,85.71,100.0,90.0
988,56,85.71,100.0,90.0
978,56,85.71,100.0,90.0
968,76,85.71,100.0,90.0
797,38,85.71,100.0,90.0
474,76,85.71,100.0,90.0
376,146,85.71,100.0,90.0
881,111,85.71,100.0,90.0
909,38,85.71,100.0,90.0
812,9,85.71,100.0,90.0
464,56,85.71,100.0,90.0
711,38,85.71,100.0,90.0
507,111,85.71,100.0,90.0
731,60,85.71,100.0,90.0
634,38,85.71,100.0,90.0
46,76,85.71,100.0,90.0
431,28,85.71,100.0,90.0
221,12,85.71,100.0,90.0
144,76,85.71,100.0,90.0
399,32,85.71,100.0,90.0
534,113,85.71,100.0,90.0
540,146,85.71,100.0,90.0
233,106,85.71,100.0,90.0
243,38,85.71,100.0,90.0
661,3,85.71,100.0,90.0
180,32,85.71,100.0,90.0
608,149,85.71,100.0,90.0
541,113,85.71,100.0,90.0
583,96,85.71,100.0,90.0
568,96,85.71,100.0,90.0
60,32,85.71,100.0,90.0
355,10,85.71,100.0,90.0
144,96,85.71,100.0,90.0
247,96,85.71,100.0,90.0
416,32,85.71,100.0,90.0
962,96,85.71,100.0,90.0
779,3,85.71,100.0,90.0
153,32,85.71,100.0,90.0
425,23,85.71,100.0,90.0
191,10,85.71,100.0,90.0
287,146,85.71,100.0,90.0
370,146,85.71,100.0,90.0
641,134,85.71,100.0,90.0
219,56,85.71,100.0,90.0
558,10,85.71,100.0,90.0
248,96,85.71,100.0,90.0
668,149,85.71,100.0,90.0
108,66,85.71,100.0,90.0
686,127,100.0,66.67,90.0
647,59,85.71,100.0,90.0
63,76,85.71,100.0,90.0
29,134,85.71,100.0,90.0
234,9,85.71,100.0,90.0
312,45,85.71,100.0,90.0
983,38,85.71,100.0,90.0
920,38,85.71,100.0,90.0
86,146,85.71,100.0,90.0
638,59,85.71,100.0,90.0
280,76,85.71,100.0,90.0
620,45,85.71,100.0,90.0
931,38,85.71,100.0,90.0
995,38,85.71,100.0,90.0
703,66,85.71,100.0,90.0
963,38,85.71,100.0,90.0
658,10,85.71,100.0,90.0
11,149,85.71,100.0,90.0
993,23,85.71,100.0,90.0
639,119,85.71,100.0,90.0
335,111,85.71,100.0,90.0
328,111,85.71,100.0,90.0
93,69,85.71,100.0,90.0
278,146,85.71,100.0,90.0
507,38,85.71,100.0,90.0
686,38,85.71,100.0,90.0
391,116,85.71,100.0,90.0
11,45,85.71,100.0,90.0
245,3,85.71,100.0,90.0
540,76,85.71,100.0,90.0
583,116,85.71,100.0,90.0
222,3,85.71,100.0,90.0
769,66,85.71,100.0,90.0
574,56,85.71,100.0,90.0
94,12,85.71,100.0,90.0
453,12,85.71,100.0,90.0
392,107,85.71,100.0,90.0
88,146,85.71,100.0,90.0
995,32,85.71,100.0,90.0
798,111,85.71,100.0,90.0
108,149,85.71,100.0,90.0
773,12,85.71,100.0,90.0
550,111,85.71,100.0,90.0
180,59,85.71,100.0,90.0
454,59,85.71,100.0,90.0
56,107,85.71,100.0,90.0
435,113,85.71,100.0,90.0
370,9,85.71,100.0,90.0
753,60,85.71,100.0,90.0
890,32,85.71,100.0,90.0
429,3,85.71,100.0,90.0
825,59,85.71,100.0,90.0
696,32,85.71,100.0,90.0
372,9,85.71,100.0,90.0
246,23,85.71,100.0,90.0
769,59,85.71,100.0,90.0
109,3,85.71,100.0,90.0
56,3,85.71,100.0,90.0
81,45,85.71,100.0,90.0
361,113,85.71,100.0,90.0
335,66,85.71,100.0,90.0
399,38,85.71,100.0,90.0
703,9,85.71,100.0,90.0
600,38,85.71,100.0,90.0
113,111,85.71,100.0,90.0
426,69,85.71,100.0,90.0
269,104,85.71,100.0,90.0
773,76,85.71,100.0,90.0
60,12,85.71,100.0,90.0
465,12,85.71,100.0,90.0
667,12,85.71,100.0,90.0
912,113,85.71,100.0,90.0
19,10,85.71,100.0,90.0
53,10,85.71,100.0,90.0
63,60,85.71,100.0,90.0
399,60,85.71,100.0,90.0
612,32,85.71,100.0,90.0
558,45,85.71,100.0,90.0
850,146,85.71,100.0,90.0
739,76,85.71,100.0,90.0
639,149,85.71,100.0,90.0
142,3,85.71,100.0,90.0
705,149,85.71,100.0,90.0
906,69,85.71,100.0,90.0
596,69,85.71,100.0,90.0
910,69,85.71,100.0,90.0
993,146,85.71,100.0,90.0
732,12,85.71,100.0,90.0
310,59,85.71,100.0,90.0
608,106,85.71,100.0,90.0
219,134,85.71,100.0,90.0
94,76,85.71,100.0,90.0
259,38,85.71,100.0,90.0
19,134,85.71,100.0,90.0
195,45,85.71,100.0,90.0
821,56,85.71,100.0,90.0
465,28,85.71,100.0,90.0
539,28,85.71,100.0,90.0
737,106,85.71,100.0,90.0
26,38,85.71,100.0,90.0
339,56,85.71,100.0,90.0
86,38,85.71,100.0,90.0
534,45,85.71,100.0,90.0
113,119,85.71,100.0,90.0
686,56,85.71,100.0,90.0
93,38,85.71,100.0,90.0
705,106,85.71,100.0,90.0
222,12,85.71,100.0,90.0
668,106,85.71,100.0,90.0
727,56,85.71,100.0,90.0
705,56,85.71,100.0,90.0
41,111,85.71,100.0,90.0
92,59,85.71,100.0,90.0
63,59,85.71,100.0,90.0
71,12,85.71,100.0,90.0
32,56,85.71,100.0,90.0
56,116,85.71,100.0,90.0
933,12,85.71,100.0,90.0
463,10,85.71,100.0,90.0
190,66,85.71,100.0,90.0
731,134,85.71,100.0,90.0
328,113,85.71,100.0,90.0
786,104,85.71,100.0,90.0
732,76,85.71,100.0,90.0
94,32,85.71,100.0,90.0
352,60,85.71,100.0,90.0
180,60,85.71,100.0,90.0
47,12,85.71,100.0,90.0
933,150,83.33,100.0,88.33
667,150,83.33,100.0,88.33
931,150,83.33,100.0,88.33
693,130,83.33,100.0,88.33
714,150,83.33,100.0,88.33
959,79,83.33,100.0,88.33
32,114,83.33,100.0,88.33
970,150,83.33,100.0,88.33
706,130,83.33,100.0,88.33
864,150,83.33,100.0,88.33
389,42,83.33,100.0,88.33
418,6,83.33,100.0,88.33
15,22,83.33,100.0,88.33
828,128,83.33,100.0,88.33
552,79,83.33,100.0,88.33
32,42,83.33,100.0,88.33
570,128,83.33,100.0,88.33
817,51,83.33,100.0,88.33
49,42,83.33,100.0,88.33
222,112,83.33,100.0,88.33
620,6,83.33,100.0,88.33
863,128,83.33,100.0,88.33
166,42,83.33,100.0,88.33
314,125,83.33,100.0,88.33
499,125,83.33,100.0,88.33
864,97,83.33,100.0,88.33
696,144,83.33,100.0,88.33
825,51,83.33,100.0,88.33
654,144,83.33,100.0,88.33
560,79,83.33,100.0,88.33
863,101,83.33,100.0,88.33
505,128,83.33,100.0,88.33
698,51,83.33,100.0,88.33
580,144,83.33,100.0,88.33
466,125,83.33,100.0,88.33
394,125,83.33,100.0,88.33
848,97,83.33,100.0,88.33
873,97,83.33,100.0,88.33
2,114,83.33,100.0,88.33
41,93,83.33,100.0,88.33
931,79,83.33,100.0,88.33
15,93,83.33,100.0,88.33
88,22,83.33,100.0,88.33
111,112,83.33,100.0,88.33
507,112,83.33,100.0,88.33
785,125,83.33,100.0,88.33
737,42,83.33,100.0,88.33
445,135,83.33,100.0,88.33
455,135,83.33,100.0,88.33
312,135,83.33,100.0,88.33
394,97,83.33,100.0,88.33
319,97,83.33,100.0,88.33
799,42,83.33,100.0,88.33
494,147,83.33,100.0,88.33
641,147,83.33,100.0,88.33
849,42,83.33,100.0,88.33
843,42,83.33,100.0,88.33
988,108,83.33,100.0,88.33
755,42,83.33,100.0,88.33
745,42,83.33,100.0,88.33
907,108,83.33,100.0,88.33
898,108,83.33,100.0,88.33
767,79,83.33,100.0,88.33
612,147,83.33,100.0,88.33
234,54,83.33,100.0,88.33
985,63,83.33,100.0,88.33
454,64,83.33,100.0,88.33
881,90,83.33,100.0,88.33
180,54,83.33,100.0,88.33
92,101,83.33,100.0,88.33
797,42,83.33,100.0,88.33
71,54,83.33,100.0,88.33
286,64,83.33,100.0,88.33
225,64,83.33,100.0,88.33
72,144,83.33,100.0,88.33
352,128,83.33,100.0,88.33
345,128,83.33,100.0,88.33
148,144,83.33,100.0,88.33
92,64,83.33,100.0,88.33
535,63,83.33,100.0,88.33
52,64,83.33,100.0,88.33
743,63,83.33,100.0,88.33
799,63,83.33,100.0,88.33
654,63,83.33,100.0,88.33
171,144,83.33,100.0,88.33
225,144,83.33,100.0,88.33
739,147,83.33,100.0,88.33
896,42,83.33,100.0,88.33
543,98,83.33,100.0,88.33
799,98,83.33,100.0,88.33
848,63,83.33,100.0,88.33
280,128,83.33,100.0,88.33
864,63,83.33,100.0,88.33
866,63,83.33,100.0,88.33
814,147,83.33,100.0,88.33
830,90,83.33,100.0,88.33
867,90,83.33,100.0,88.33
120,135,83.33,100.0,88.33
221,54,83.33,100.0,88.33
798,90,83.33,100.0,88.33
786,90,83.33,100.0,88.33
801,90,83.33,100.0,88.33
743,42,83.33,100.0,88.33
703,128,83.33,100.0,88.33
783,64,83.33,100.0,88.33
769,64,83.33,100.0,88.33
432,22,83.33,100.0,88.33
828,64,83.33,100.0,88.33
909,90,83.33,100.0,88.33
696,147,83.33,100.0,88.33
863,130,83.33,100.0,88.33
848,79,83.33,100.0,88.33
209,128,83.33,100.0,88.33
863,79,83.33,100.0,88.33
743,64,83.33,100.0,88.33
970,98,83.33,100.0,88.33
863,98,83.33,100.0,88.33
856,100,83.33,100.0,88.33
11,6,83.33,100.0,88.33
388,22,83.33,100.0,88.33
848,98,83.33,100.0,88.33
372,22,83.33,100.0,88.33
715,128,83.33,100.0,88.33
708,128,83.33,100.0,88.33
735,128,83.33,100.0,88.33
453,97,83.33,100.0,88.33
667,97,83.33,100.0,88.33
962,22,83.33,100.0,88.33
753,22,83.33,100.0,88.33
232,101,83.33,100.0,88.33
245,101,83.33,100.0,88.33
314,54,83.33,100.0,88.33
347,54,83.33,100.0,88.33
887,98,83.33,100.0,88.33
258,144,83.33,100.0,88.33
216,144,83.33,100.0,88.33
122,144,83.33,100.0,88.33
499,97,83.33,100.0,88.33
905,130,83.33,100.0,88.33
540,130,83.33,100.0,88.33
972,112,83.33,100.0,88.33
654,97,83.33,100.0,88.33
988,17,83.33,100.0,88.33
994,17,83.33,100.0,88.33
29,6,83.33,100.0,88.33
647,100,83.33,100.0,88.33
638,100,83.33,100.0,88.33
705,42,83.33,100.0,88.33
729,42,83.33,100.0,88.33
995,108,83.33,100.0,88.33
248,79,83.33,100.0,88.33
729,79,83.33,100.0,88.33
654,93,83.33,100.0,88.33
667,93,83.33,100.0,88.33
345,22,83.33,100.0,88.33
810,93,83.33,100.0,88.33
353,22,83.33,100.0,88.33
370,22,83.33,100.0,88.33
956,147,83.33,100.0,88.33
958,147,83.33,100.0,88.33
545,90,83.33,100.0,88.33
550,90,83.33,100.0,88.33
580,90,83.33,100.0,88.33
286,101,83.33,100.0,88.33
592,63,83.33,100.0,88.33
537,90,83.33,100.0,88.33
856,64,83.33,100.0,88.33
863,64,83.33,100.0,88.33
739,63,83.33,100.0,88.33
769,90,83.33,100.0,88.33
749,90,83.33,100.0,88.33
901,147,83.33,100.0,88.33
922,147,83.33,100.0,88.33
552,130,83.33,100.0,88.33
799,17,83.33,100.0,88.33
550,135,83.33,100.0,88.33
274,147,83.33,100.0,88.33
725,93,83.33,100.0,88.33
596,100,83.33,100.0,88.33
769,128,83.33,100.0,88.33
732,93,83.33,100.0,88.33
444,90,83.33,100.0,88.33
543,63,83.33,100.0,88.33
414,54,83.33,100.0,88.33
425,90,83.33,100.0,88.33
429,93,83.33,100.0,88.33
634,93,83.33,100.0,88.33
570,100,83.33,100.0,88.33
168,147,83.33,100.0,88.33
887,105,83.33,100.0,88.33
107,86,83.33,100.0,88.33
120,86,83.33,100.0,88.33
393,54,83.33,100.0,88.33
493,63,83.33,100.0,88.33
17,51,83.33,100.0,88.33
71,51,83.33,100.0,88.33
59,51,83.33,100.0,88.33
63,51,83.33,100.0,88.33
605,63,83.33,100.0,88.33
676,63,83.33,100.0,88.33
504,63,83.33,100.0,88.33
357,63,83.33,100.0,88.33
686,79,83.33,100.0,88.33
657,79,83.33,100.0,88.33
491,63,83.33,100.0,88.33
259,79,83.33,100.0,88.33
878,114,83.33,100.0,88.33
978,114,83.33,100.0,88.33
845,114,83.33,100.0,88.33
153,147,83.33,100.0,88.33
191,6,83.33,100.0,88.33
631,93,83.33,100.0,88.33
834,114,83.33,100.0,88.33
310,22,83.33,100.0,88.33
208,90,83.33,100.0,88.33
29,68,83.33,100.0,88.33
474,63,83.33,100.0,88.33
497,63,83.33,100.0,88.33
267,79,83.33,100.0,88.33
388,98,83.33,100.0,88.33
21,68,83.33,100.0,88.33
131,147,83.33,100.0,88.33
352,54,83.33,100.0,88.33
317,68,83.33,100.0,88.33
15,68,83.33,100.0,88.33
2,68,83.33,100.0,88.33
258,90,83.33,100.0,88.33
328,68,83.33,100.0,88.33
188,130,83.33,100.0,88.33
705,108,83.33,100.0,88.33
910,147,83.33,100.0,88.33
391,101,83.33,100.0,88.33
377,101,83.33,100.0,88.33
41,68,83.33,100.0,88.33
291,90,83.33,100.0,88.33
259,90,83.33,100.0,88.33
335,90,83.33,100.0,88.33
219,68,83.33,100.0,88.33
225,51,83.33,100.0,88.33
192,51,83.33,100.0,88.33
221,51,83.33,100.0,88.33
370,68,83.33,100.0,88.33
372,68,83.33,100.0,88.33
243,68,83.33,100.0,88.33
513,54,83.33,100.0,88.33
432,68,83.33,100.0,88.33
412,79,83.33,100.0,88.33
2,57,83.33,100.0,88.33
278,86,83.33,100.0,88.33
113,86,83.33,100.0,88.33
732,108,83.33,100.0,88.33
429,101,83.33,100.0,88.33
431,101,83.33,100.0,88.33
739,108,83.33,100.0,88.33
429,63,83.33,100.0,88.33
222,51,83.33,100.0,88.33
280,51,83.33,100.0,88.33
92,51,83.33,100.0,88.33
336,144,83.33,100.0,88.33
313,63,83.33,100.0,88.33
134,51,83.33,100.0,88.33
319,63,83.33,100.0,88.33
887,17,83.33,100.0,88.33
569,135,83.33,100.0,88.33
745,105,83.33,100.0,88.33
144,51,83.33,100.0,88.33
484,98,83.33,100.0,88.33
463,98,83.33,100.0,88.33
314,144,83.33,100.0,88.33
426,63,83.33,100.0,88.33
122,97,83.33,100.0,88.33
128,97,83.33,100.0,88.33
219,97,83.33,100.0,88.33
711,112,83.33,100.0,88.33
773,112,83.33,100.0,88.33
960,22,83.33,100.0,88.33
71,97,83.33,100.0,88.33
868,114,83.33,100.0,88.33
173,22,83.33,100.0,88.33
453,93,83.33,100.0,88.33
474,93,83.33,100.0,88.33
993,22,83.33,100.0,88.33
725,112,83.33,100.0,88.33
705,17,83.33,100.0,88.33
753,112,83.33,100.0,88.33
786,112,83.33,100.0,88.33
960,70,83.33,100.0,88.33
700,22,83.33,100.0,88.33
864,144,83.33,100.0,88.33
574,97,83.33,100.0,88.33
715,22,83.33,100.0,88.33
5,90,83.33,100.0,88.33
234,22,83.33,100.0,88.33
291,93,83.33,100.0,88.33
435,68,83.33,100.0,88.33
499,54,83.33,100.0,88.33
421,101,83.33,100.0,88.33
654,108,83.33,100.0,88.33
596,68,83.33,100.0,88.33
26,90,83.33,100.0,88.33
474,101,83.33,100.0,88.33
596,97,83.33,100.0,88.33
583,17,83.33,100.0,88.33
180,97,83.33,100.0,88.33
667,105,83.33,100.0,88.33
577,105,83.33,100.0,88.33
53,150,83.33,100.0,88.33
72,150,83.33,100.0,88.33
86,150,83.33,100.0,88.33
399,100,83.33,100.0,88.33
207,42,83.33,100.0,88.33
246,42,83.33,100.0,88.33
443,144,83.33,100.0,88.33
142,63,83.33,100.0,88.33
248,51,83.33,100.0,88.33
890,6,83.33,100.0,88.33
821,114,83.33,100.0,88.33
94,147,83.33,100.0,88.33
81,135,83.33,100.0,88.33
312,86,83.33,100.0,88.33
144,130,83.33,100.0,88.33
596,54,83.33,100.0,88.33
399,128,83.33,100.0,88.33
184,98,83.33,100.0,88.33
188,98,83.33,100.0,88.33
286,98,83.33,100.0,88.33
394,93,83.33,100.0,88.33
885,114,83.33,100.0,88.33
830,114,83.33,100.0,88.33
445,86,83.33,100.0,88.33
93,135,83.33,100.0,88.33
993,130,83.33,100.0,88.33
739,70,83.33,100.0,88.33
354,86,83.33,100.0,88.33
441,144,83.33,100.0,88.33
407,51,83.33,100.0,88.33
15,63,83.33,100.0,88.33
499,144,83.33,100.0,88.33
540,101,83.33,100.0,88.33
614,108,83.33,100.0,88.33
583,101,83.33,100.0,88.33
60,117,83.33,100.0,88.33
518,86,83.33,100.0,88.33
661,70,83.33,100.0,88.33
567,70,83.33,100.0,88.33
507,86,83.33,100.0,88.33
11,108,83.33,100.0,88.33
113,135,83.33,100.0,88.33
107,135,83.33,100.0,88.33
485,130,83.33,100.0,88.33
476,144,83.33,100.0,88.33
31,108,83.33,100.0,88.33
974,130,83.33,100.0,88.33
676,70,83.33,100.0,88.33
843,70,83.33,100.0,88.33
896,70,83.33,100.0,88.33
653,70,83.33,100.0,88.33
639,70,83.33,100.0,88.33
122,93,83.33,100.0,88.33
319,93,83.33,100.0,88.33
789,114,83.33,100.0,88.33
782,114,83.33,100.0,88.33
179,63,83.33,100.0,88.33
180,63,83.33,100.0,88.33
272,51,83.33,100.0,88.33
486,144,83.33,100.0,88.33
518,135,83.33,100.0,88.33
394,17,83.33,100.0,88.33
15,97,83.33,100.0,88.33
60,97,83.33,100.0,88.33
41,97,83.33,100.0,88.33
998,128,83.33,100.0,88.33
229,100,83.33,100.0,88.33
639,114,83.33,100.0,88.33
347,117,83.33,100.0,88.33
647,117,83.33,100.0,88.33
638,117,83.33,100.0,88.33
93,79,83.33,100.0,88.33
348,42,83.33,100.0,88.33
166,93,83.33,100.0,88.33
860,6,83.33,100.0,88.33
921,6,83.33,100.0,88.33
550,86,83.33,100.0,88.33
348,70,83.33,100.0,88.33
807,70,83.33,100.0,88.33
431,70,83.33,100.0,88.33
704,70,83.33,100.0,88.33
426,70,83.33,100.0,88.33
183,57,83.33,100.0,88.33
352,117,83.33,100.0,88.33
538,108,83.33,100.0,88.33
906,68,83.33,100.0,88.33
314,117,83.33,100.0,88.33
543,117,83.33,100.0,88.33
535,117,83.33,100.0,88.33
896,57,83.33,100.0,88.33
94,57,83.33,100.0,88.33
558,70,83.33,100.0,88.33
232,70,83.33,100.0,88.33
113,57,83.33,100.0,88.33
817,117,83.33,100.0,88.33
864,117,83.33,100.0,88.33
535,51,83.33,100.0,88.33
848,117,83.33,100.0,88.33
654,117,83.33,100.0,88.33
753,117,83.33,100.0,88.33
465,51,83.33,100.0,88.33
628,79,83.33,100.0,88.33
505,51,83.33,100.0,88.33
359,70,83.33,100.0,88.33
665,86,83.33,100.0,88.33
394,70,83.33,100.0,88.33
671,22,83.33,100.0,88.33
167,57,83.33,100.0,88.33
629,79,83.33,100.0,88.33
92,98,83.33,100.0,88.33
52,98,83.33,100.0,88.33
584,51,83.33,100.0,88.33
545,144,83.33,100.0,88.33
20,63,83.33,100.0,88.33
92,63,83.33,100.0,88.33
336,51,83.33,100.0,88.33
662,114,83.33,100.0,88.33
225,100,83.33,100.0,88.33
596,117,83.33,100.0,88.33
644,101,83.33,100.0,88.33
499,117,83.33,100.0,88.33
648,101,83.33,100.0,88.33
683,101,83.33,100.0,88.33
704,101,83.33,100.0,88.33
289,150,83.33,100.0,88.33
323,17,83.33,100.0,88.33
665,135,83.33,100.0,88.33
